umap1,umap2,state
6.2514696,14.837388,start
8.811074,12.469887,start
7.2942395,10.37875,start
8.385788,12.64023,start
8.147428,9.057953,start
7.817535,14.2754545,start
6.506251,13.773129,start
4.9222136,15.160678,start
7.793224,11.402848,start
8.395039,9.75211,start
7.1945243,10.446894,start
8.5503845,10.576726,start
6.8428264,15.051647,start
3.1970313,9.171705,start
8.684783,10.255707,start
1.5686579,11.222527,start
6.6516514,15.33899,start
7.8243647,16.010908,start
8.401336,9.954716,start
4.417438,13.266578,start
2.0958488,10.064413,start
3.047135,12.812063,start
8.497325,13.222084,start
6.8334684,14.79307,start
2.2733047,10.09808,start
4.1421847,12.355928,start
9.004691,9.708303,start
8.625294,12.200438,start
5.554829,12.451717,start
9.892698,12.503393,start
1.2347437,10.3444605,start
6.873974,12.930435,start
7.6189475,10.924964,start
5.8260894,11.702527,start
8.804245,14.298468,start
5.890443,10.485555,start
7.873296,13.080998,start
7.8218803,13.342149,start
8.375831,11.8940735,start
6.2377157,15.02018,start
6.848725,14.887019,start
5.113075,11.299032,start
1.8117776,11.221712,start
7.9796844,12.992919,start
8.356892,11.827335,start
2.8864474,10.007049,start
7.7238264,9.637082,start
2.644771,10.469878,start
6.800867,13.919903,start
7.6939774,11.947031,start
5.825383,13.263669,start
2.6025045,9.29185,start
6.671703,13.742961,start
8.578267,11.8257885,start
3.6736534,11.580562,start
8.184954,8.639915,start
7.173362,15.697332,start
8.203429,10.521302,start
3.274607,14.3944,start
4.4513154,12.677804,start
5.3218884,10.267381,start
8.917677,12.8083,start
6.801335,9.532096,start
7.1958714,10.940145,start
7.898284,14.412037,start
2.4878945,12.700444,start
9.642514,11.876771,start
7.9245973,13.602683,start
8.517078,15.298041,start
8.782633,11.573743,start
7.4945617,9.097217,start
8.655316,9.7922945,start
6.521493,10.864274,start
5.879137,14.6632185,start
7.2762365,8.552479,start
7.7355733,9.227575,start
6.657177,14.790013,start
7.669998,12.265074,start
5.7704453,12.3738575,start
7.592078,10.336958,start
7.2148566,9.95404,start
4.364253,11.692058,start
1.9379932,9.915414,start
8.772268,15.955107,start
3.125252,12.787883,start
7.2391663,11.805848,start
7.4286504,12.070755,start
5.809744,10.8755665,start
6.4777756,11.780008,start
7.018361,12.0965605,start
5.374247,10.494891,start
8.352503,13.794326,start
6.799355,13.868566,start
1.5168555,11.567918,start
2.5346446,10.072722,start
7.092588,12.236502,start
6.7207665,9.411597,start
7.321195,10.046607,start
2.5602372,11.77673,start
7.122219,15.612046,start
6.298092,11.551211,start
6.622955,15.278749,start
5.0004935,11.912912,start
5.6504436,12.875124,start
7.213098,11.180885,start
7.69129,12.10045,start
7.976568,12.979986,start
8.669328,12.727084,start
8.5033455,14.340088,start
8.613127,14.561514,start
4.6147614,12.9443865,start
7.3849397,12.498617,start
3.5046222,11.491414,start
5.836955,14.115936,start
8.1743355,13.118151,start
8.924757,12.017445,start
7.625171,11.928822,start
6.6486855,11.156677,start
3.7159913,12.016307,start
9.927894,11.677563,start
7.4283385,15.14598,start
9.398834,10.9964485,start
2.2756505,11.736241,start
5.1916485,11.5773945,start
5.1548944,10.982397,start
3.3454466,11.249704,start
6.492022,13.652665,start
2.3699594,11.355172,start
9.184807,12.459878,start
3.9953377,11.643632,start
2.4732106,11.820783,start
7.602659,12.05358,start
7.866142,10.323987,start
9.316937,13.106058,start
7.899793,13.693049,start
8.60928,12.242594,start
8.821725,12.878162,start
8.987571,11.313745,start
6.814328,14.142322,start
10.203057,12.229067,start
6.4923205,11.51846,start
7.247041,13.523669,start
8.146002,8.30999,start
4.7216997,12.357269,start
5.606192,12.108629,start
1.533218,9.923485,start
8.53799,11.026503,start
8.100196,14.128863,start
7.537258,14.851265,start
7.4906244,10.345593,start
9.139044,10.222219,start
8.1188755,12.996984,start
5.802782,13.353539,start
3.2115946,10.519024,start
6.625429,11.322597,start
4.7794247,11.500839,start
2.3353007,12.390182,start
9.012399,11.58835,start
9.394128,9.556748,start
4.495204,10.24502,start
4.3261814,12.492575,start
8.943641,12.29982,start
7.0579824,14.776078,start
3.269085,12.30691,start
3.0916378,11.882151,start
3.4028347,9.587875,start
6.222827,13.213887,start
7.117692,10.941071,start
2.3740432,9.802079,start
3.8727283,13.708745,start
7.6015472,16.33327,start
1.9991986,12.171419,start
7.525983,9.064414,start
5.4534407,11.782518,start
8.159185,10.364693,start
7.5891595,14.738238,start
6.6215296,13.276943,start
8.854744,13.192622,start
7.2199287,12.023958,start
9.119055,11.854405,start
9.114216,11.300299,start
9.020263,13.17029,start
1.210328,10.044409,start
8.073267,10.449087,start
7.8800726,9.783806,start
4.7040157,10.909482,start
7.1090226,14.555749,start
6.627408,12.22803,start
5.439916,10.473926,start
8.725373,8.821171,start
6.467583,11.24629,start
8.880328,15.018524,start
7.704319,13.112055,start
6.1660957,10.937108,start
8.051752,11.811865,start
7.288561,8.187218,start
3.0468044,12.659919,start
7.139561,11.651762,start
1.5838751,9.824637,start
6.096241,15.470272,start
7.268861,14.664939,start
7.4648156,9.708356,start
6.073168,12.673166,start
6.909348,10.893155,start
9.443478,11.849324,start
5.7847743,11.890213,start
5.6870527,11.437146,start
2.634795,12.600035,start
6.214796,12.740709,start
7.5835276,11.765145,start
5.7956657,10.614597,start
0.8914849,13.17656,start
9.399658,11.964382,start
9.496458,10.895997,start
6.074902,11.68577,start
7.9454536,14.785099,start
7.1772685,14.748045,start
6.6013217,11.575241,start
9.594443,13.103085,start
5.7082653,9.794939,start
8.771674,9.097716,start
7.359729,12.978519,start
9.355629,13.365974,start
8.122963,12.0316,start
1.3589512,10.169216,start
7.435958,14.834512,start
3.099644,14.117546,start
7.0457263,12.432414,start
6.374848,12.043822,start
7.4286065,11.365544,start
10.122888,11.910253,start
10.261643,12.423348,start
7.790356,12.691025,start
5.767626,9.564942,start
8.053349,13.123535,start
8.431225,9.893285,start
6.3792458,11.507211,start
6.2713046,12.283534,start
8.205033,11.089507,start
7.6289706,10.674786,start
7.5900846,8.282696,start
9.291301,10.071322,start
7.903241,13.573821,start
5.590041,11.400973,start
9.291027,13.957378,start
1.5020782,9.692856,start
7.7731,12.421749,start
7.322107,9.688048,start
9.241228,11.226599,start
8.231626,12.375339,start
6.160753,13.42024,start
7.6885986,10.644866,start
7.4444737,8.305373,start
9.727134,10.834379,start
3.9378629,12.073808,start
7.1793814,9.6165905,start
7.5667005,14.333299,start
7.9473624,14.166015,start
2.0668378,10.554193,start
8.305401,13.105976,start
6.3711133,8.724429,start
4.8933277,12.456858,start
7.894848,9.740343,start
3.0352845,13.411845,start
1.6804233,10.9002495,start
2.3173559,9.586419,start
8.134573,12.83395,start
2.6794524,12.730317,start
7.7395835,15.571691,start
1.7162094,10.085962,start
1.9152654,12.759299,start
7.7784266,11.670595,start
5.5076747,10.711066,start
8.536496,9.449786,start
6.3336544,11.054364,start
6.253581,12.144145,start
8.77934,10.898247,start
7.6376743,11.303538,start
8.073008,11.845993,start
8.075694,8.987534,start
9.482391,13.448569,start
8.173222,10.050016,start
6.998641,15.92611,start
7.726123,11.4565325,start
6.222864,13.912668,start
8.614838,9.847518,start
7.134358,16.0698,start
8.5008955,11.679665,start
6.9626503,10.155228,start
4.37976,10.809665,start
9.124858,12.071259,start
8.620846,9.520517,start
8.786105,11.112613,start
9.079415,13.024713,start
6.558225,15.783928,start
4.741981,9.079817,start
8.221277,14.169378,start
6.453476,15.35078,start
5.182027,11.973081,start
5.3135343,10.579535,start
7.6154423,10.60837,start
6.200172,15.335102,start
5.091788,11.486551,start
6.7545996,11.563356,start
5.7964377,9.810859,start
9.226414,10.846654,start
7.6271133,12.021897,start
3.1061292,9.877681,start
9.41867,11.81889,start
5.429167,12.75267,start
1.4913542,9.8561125,start
7.6295466,9.304455,start
9.391841,13.40452,start
6.783985,13.742635,start
7.565,13.951075,start
7.7288322,13.8291025,start
9.466309,11.123616,start
8.294426,12.028747,start
8.237141,16.540447,start
8.459538,14.436375,start
8.645651,13.370431,start
2.0413287,11.11446,start
8.350129,9.655229,start
9.654558,11.874644,start
2.1262527,10.126242,start
6.01167,12.479795,start
4.5226197,11.786744,start
6.0962205,12.879636,start
6.500917,10.017505,start
4.6097345,11.13414,start
5.9300013,10.859707,start
1.7943982,14.137143,start
6.127226,14.434976,start
9.611849,12.918221,start
8.010592,12.951445,start
9.387385,12.093053,start
8.739237,11.022946,start
8.637115,14.569295,start
6.2657633,10.284675,start
7.822506,11.441135,start
7.902392,15.602517,start
8.047571,14.38876,start
7.3206263,10.606834,start
6.8522344,12.259249,start
8.399098,12.769617,start
8.577287,9.143038,start
3.0376341,9.963384,start
7.3736954,10.784311,start
1.9875926,10.7535,start
7.265993,12.823885,start
7.357053,15.336953,start
7.6118536,11.153416,start
2.4839287,11.277481,start
7.388307,10.662962,start
10.001432,11.810757,start
4.0147343,12.221722,start
8.217825,13.805025,start
2.1065924,10.253954,start
5.550033,14.21708,start
8.685642,11.183482,start
6.034062,11.197343,start
7.2004914,13.070323,start
8.826219,11.745699,start
10.021755,12.184661,start
9.271001,13.527569,start
1.1910496,10.027864,start
7.995571,11.81752,start
2.7027266,10.720609,start
3.046076,12.74157,start
2.7806115,10.3442745,start
5.6023088,12.698696,start
3.063129,12.306167,start
9.857365,12.806066,start
10.1326475,12.705687,start
6.5046916,13.951306,start
5.746466,11.956823,start
5.338835,15.091896,start
4.652978,11.7606535,start
6.6943336,16.342552,start
6.146023,14.805179,start
6.4075,13.439946,start
7.4091506,15.587023,start
8.126602,15.47539,start
3.4116204,8.983734,start
5.9519053,13.426963,start
6.966607,9.239968,start
3.8278253,15.402937,start
8.154811,12.868356,start
9.32397,12.247246,start
5.504197,11.385983,start
8.349785,13.650199,start
8.101353,11.946874,start
8.01808,13.040236,start
5.7893267,13.799313,start
2.7955668,10.020028,start
3.0608861,10.666856,start
9.023609,10.540785,start
9.195343,11.479168,start
7.4263496,9.956497,start
8.10647,10.940671,start
8.39687,11.273473,start
8.807992,15.544833,start
7.0941186,14.012033,start
7.317508,14.070889,start
1.4177777,12.625465,start
7.3732014,15.236797,start
2.6792622,10.942998,start
5.9715858,13.461358,start
4.999713,12.225528,start
9.603392,10.253155,start
3.5573575,11.559931,start
3.7348218,11.220556,start
6.98847,12.1655445,start
6.9900374,13.622732,start
4.8037515,11.136957,start
7.8827105,9.962419,start
2.602869,11.819578,start
8.429927,11.0091305,start
4.3240085,12.654016,start
7.206636,13.040132,start
9.006129,12.6475115,start
7.2159343,11.889238,start
7.7341466,13.52313,start
5.8069925,14.140509,start
7.927027,9.810593,start
8.489366,15.120759,start
8.418214,13.842431,start
2.3915358,9.44839,start
6.730294,12.500213,start
7.142084,12.460778,start
8.137516,9.928499,start
9.50446,12.368428,start
7.400042,11.715602,start
8.170306,14.150665,start
6.799439,13.093648,start
3.4400542,13.974375,start
7.599525,12.145379,start
6.2775593,12.232113,start
1.5120027,11.087006,start
3.439624,10.608486,start
5.4771104,13.489447,start
8.8820305,13.6625185,start
8.759283,14.541333,start
6.6242256,11.096273,start
6.204437,13.102901,start
7.0293045,10.04837,start
8.613929,10.7149,start
5.129824,10.72844,start
4.5503044,12.972563,start
5.256368,14.343133,start
2.587478,10.001355,start
8.942128,9.632395,start
6.486809,11.6697,start
5.191631,11.409063,start
7.31279,9.117969,start
9.261537,14.95592,start
5.516482,13.414732,start
6.8010626,12.935325,start
2.116849,11.713337,start
7.000448,7.820494,start
5.2532425,12.241174,start
6.553674,12.435543,start
4.829222,11.159232,start
7.474947,12.98519,start
2.6461205,10.165102,start
8.636638,9.552871,start
2.5806346,11.2720785,start
7.232975,10.121872,start
9.369457,11.489502,start
6.8308325,7.203425,start
4.1506877,11.582376,start
8.247763,14.789325,start
9.539249,11.866837,start
5.9375463,11.009876,start
7.333417,13.816168,start
5.1219506,14.632647,start
7.455321,9.70559,start
7.7871532,10.0497,start
2.2694068,10.330875,start
5.1089115,11.379499,start
1.4893559,9.747024,start
7.512951,12.741939,start
7.8899674,16.096516,start
8.062215,12.115524,start
8.685936,10.823766,start
4.1959124,10.952717,start
6.576554,12.49334,start
9.106696,14.69518,start
7.872618,11.145594,start
6.8481565,11.298934,start
5.7709494,10.8092575,start
8.983538,13.985813,start
10.277008,12.228914,start
8.305175,13.388252,start
7.4507885,12.296955,start
5.0109797,9.975688,start
8.563727,10.8563795,start
6.368491,14.600894,start
7.284307,8.554802,start
7.4930863,10.193764,start
6.584063,11.286804,start
7.768282,13.554308,start
7.862041,11.782784,start
9.281574,10.450451,start
8.329933,12.044688,start
2.558435,11.644925,start
2.8141236,9.699277,start
4.790414,11.832133,start
8.41931,13.932826,start
0.9989903,12.624141,start
6.380055,12.634495,start
8.266987,10.453547,start
3.0485787,12.40576,start
6.8951855,12.2138815,start
7.2869124,13.047859,start
7.040495,10.715941,start
7.401235,7.7718387,start
8.211895,12.958287,start
8.659236,12.81082,start
2.1483877,9.588887,start
1.2895942,10.910352,start
9.882608,11.468582,start
8.197655,11.670356,start
1.4714373,10.408958,start
6.708988,11.265212,start
8.351936,15.034285,start
8.656375,12.972168,start
6.6881247,11.67886,start
9.736217,10.850869,start
6.6103745,14.411156,start
6.06533,12.267217,start
8.022458,11.0096035,start
6.1725836,11.939223,start
7.8668804,14.845255,start
6.2993326,9.317056,start
2.335562,13.356438,start
8.0058365,16.18448,start
7.1923313,15.341419,start
7.5566015,8.678745,start
1.6704907,10.124229,start
2.7233696,11.267807,start
7.3071427,16.26913,start
7.344111,8.713808,start
7.7049437,14.600399,start
7.5625386,9.987831,start
8.600456,11.585118,start
8.1105385,15.498462,start
1.9020873,10.426924,start
7.6887236,16.598122,start
4.081798,13.056059,start
4.507569,12.091217,start
7.7238164,9.332967,start
8.219076,12.789473,start
3.8470914,12.73299,start
6.521398,12.502915,start
8.401304,10.770055,start
5.518607,11.597151,start
7.596633,13.056788,start
7.5212774,9.583619,start
7.331865,13.608897,start
8.7654505,12.865853,start
8.421882,13.390025,start
3.5297115,13.456884,start
6.848613,14.444852,start
8.607665,13.355821,start
7.134551,8.972367,start
9.30038,13.475858,start
3.880814,12.777206,start
3.1639278,12.335366,start
8.512761,10.998455,start
7.4605565,11.009599,start
10.109807,12.226298,start
5.2915187,12.098881,start
5.9438276,11.247514,start
8.396902,13.136357,start
6.5565014,11.026238,start
8.657482,13.891987,start
9.815349,12.255408,start
7.4995713,11.153597,start
7.7706027,11.409675,start
8.096624,10.5416155,start
4.2136383,12.945211,start
9.390161,13.555506,start
6.345928,15.412231,start
6.431336,13.3929405,start
7.1968355,16.392132,start
5.312077,15.117233,start
10.019761,11.574203,start
8.267997,10.296757,start
3.0912967,13.325406,start
6.401644,15.21435,start
7.604539,12.827874,start
7.9578285,10.753153,start
6.501826,11.717819,start
4.6670337,10.252783,start
4.3533564,13.354517,start
8.92341,10.535534,start
6.0528684,13.4746895,start
10.286388,11.98589,start
6.71343,13.708464,start
6.2911367,11.616626,start
5.5083747,14.948616,start
1.4155368,10.119371,start
8.504473,11.632522,start
8.098854,12.838458,start
6.8826094,12.704315,start
7.5823164,11.07164,start
7.6958723,12.807094,start
7.8959785,12.760463,start
8.378631,14.700774,start
8.437198,15.710125,start
7.82712,8.237358,start
7.7603517,8.976459,start
6.8997407,14.023728,start
8.160336,13.977529,start
5.512845,11.725543,start
7.8053412,12.61758,start
8.862934,11.174341,start
7.6748776,13.939571,start
9.477894,11.86828,start
7.975217,14.55247,start
1.9217709,12.195578,start
9.204606,9.436296,start
4.9647164,15.499293,start
5.5964613,12.1315975,start
9.853495,11.803434,start
9.604988,11.948234,start
5.6992373,10.590142,start
7.7402987,13.03188,start
7.4980197,14.732003,start
1.3989508,10.712623,start
1.820587,9.629648,start
7.2615514,9.381177,start
7.6576447,8.01736,start
8.228924,10.608786,start
9.289789,12.523184,start
4.3128977,11.093335,start
7.936292,8.771497,start
7.650755,8.748949,start
4.8274326,15.229869,start
7.977139,10.672037,start
7.326506,10.80006,start
8.14685,13.180502,start
6.696527,10.052031,start
6.015737,11.630162,start
7.4324026,14.74773,start
6.9821944,11.497448,start
2.2191281,10.150484,start
2.282564,11.090276,start
8.918566,11.378745,start
7.62604,11.6846285,start
8.638013,16.092468,start
2.2059963,9.814198,start
5.870331,13.269942,start
9.116317,11.782363,start
7.2226663,13.795727,start
7.483784,8.974587,start
8.427342,11.649719,start
9.34001,11.446662,start
8.296201,15.020049,start
4.5184464,11.180501,start
7.4476037,10.234617,start
7.318549,12.924066,start
7.026451,14.096012,start
6.3290515,13.77444,start
5.721259,14.224123,start
8.543508,10.434783,start
2.9576197,11.4356165,start
6.323141,12.926077,start
8.175474,15.209123,start
9.160121,13.024298,start
6.8973317,15.585309,start
9.031523,12.365531,start
9.25105,12.077753,start
5.462871,13.415081,start
8.5708,12.336946,start
6.2174487,10.983697,start
9.734173,12.233855,start
6.818292,14.263372,start
7.3328667,13.082773,start
8.486252,9.357041,start
5.1846676,13.107435,start
9.769283,13.378115,start
7.505031,13.858762,start
2.9221778,10.537349,start
7.0668,15.584568,start
1.4873037,14.107931,start
7.1369667,11.586184,start
6.072113,11.148541,start
8.677393,8.886506,start
7.4806037,14.905272,start
1.5234644,10.681447,start
1.9765131,9.30452,start
7.6152954,9.559483,start
8.686712,13.4151325,start
9.540713,10.363904,start
8.070246,11.443978,start
6.5247407,13.473645,start
4.6988893,11.970634,start
7.9193196,9.833017,start
9.815513,12.138268,start
6.2658067,10.992357,start
5.1519833,13.024521,start
9.100788,11.125791,start
2.0055296,9.787614,start
4.7050176,11.3473015,start
8.11117,8.834314,start
7.1242785,12.7565365,start
6.1175265,12.364038,start
9.438425,12.502715,start
8.216752,8.386419,start
8.830795,13.318201,start
1.1128169,10.798307,start
9.207031,13.202708,start
5.8446107,15.06404,start
3.2737107,10.63723,start
5.020139,10.949506,start
5.1964293,15.285351,start
5.2449384,10.425374,start
9.281991,12.576713,start
7.5443964,9.818241,start
6.3999233,14.086942,start
9.191947,13.288433,start
8.162419,10.040227,start
4.9757247,11.700334,start
7.825746,13.879612,start
8.774049,15.803143,start
7.5550585,9.820051,start
3.739484,15.746373,start
7.28637,11.917255,start
7.94671,14.4422245,start
7.925905,8.782823,start
6.3857465,11.4314785,start
7.1944857,13.9133835,start
7.952554,12.751528,start
8.83517,9.665788,start
5.208688,12.493005,start
9.014027,9.967551,start
2.9180474,11.695385,start
2.4443882,14.139158,start
6.701661,13.227151,start
7.007326,12.45979,start
6.2146707,12.603946,start
2.5638528,10.430425,start
8.559353,10.103923,start
3.093806,10.647748,start
7.566936,13.001823,start
5.0008016,11.911025,start
8.774903,10.375502,start
7.316989,12.992626,start
7.218514,10.8179455,start
2.9660323,14.64739,start
6.654149,10.004234,start
2.0006971,10.547121,start
6.4920306,12.715416,start
5.0691304,11.9971695,start
2.2211802,11.636068,start
1.5507039,13.181959,start
2.3997264,10.830906,start
7.0998626,11.723503,start
8.331303,12.9892025,start
9.568687,13.334282,start
4.5106583,10.219921,start
4.2221317,10.771475,start
8.887193,11.33825,start
8.254814,9.145663,start
7.8182383,9.168125,start
9.564592,10.007618,start
2.1650968,12.533356,start
5.688167,10.8797655,start
3.4900346,11.461339,start
1.0809081,13.15338,start
7.742019,9.387378,start
8.293488,12.257295,start
5.1407194,14.750802,start
9.073527,12.326399,start
7.7517223,11.354814,start
8.470597,13.661854,start
2.4795554,9.274031,start
5.0658994,10.868769,start
5.7040343,12.427658,start
7.308474,14.921272,start
6.4207315,14.012666,start
7.510811,14.720207,start
5.056289,8.88587,start
7.4648924,13.341981,start
5.9742694,11.357972,start
4.7249455,13.145059,start
5.543997,13.274887,start
8.205008,11.377008,start
6.1824327,13.323847,start
4.2245884,12.604614,start
5.7077637,12.299984,start
6.56099,14.350261,start
9.588129,12.929124,start
7.7129936,8.829456,start
9.863934,11.463633,start
6.5169854,13.997163,start
9.342994,10.469985,start
2.2100682,9.823387,start
6.3791666,12.565452,start
4.782124,11.606124,start
5.645916,14.928209,start
2.4140673,9.664648,start
6.9375052,12.066877,start
3.9619303,12.310482,start
5.8063307,14.028147,start
9.255397,12.940695,start
9.453459,10.819581,start
8.773494,12.679799,start
5.751525,13.128335,start
